trait_gene_evidence_id	trait_id	trait_name	trait_name_normalized	gene_id	gene_symbol	evidence_id	evidence_source	support_level	trait_mapping_confidence	gene_mapping_confidence	allowed_usage	notes
TGE_00000187	NA	TO:0002685 - crown root number;TO:0000276 - drought tolerance;TO:0002672 - auxin content;TO:0000095 - osmotic response sensitivity;TO:0000605 - hydrogen peroxide content;TO:0000656 - root development trait;TO:0000615 - abscisic acid sensitivity;TO:0006001 - salt tolerance;TO:0000163 - auxin sensitivity	crown root number drought tolerance auxin content osmotic response sensitivity hydrogen peroxide content root development trait abscisic acid sensitivity salt tolerance auxin sensitivity	Os01g0223800	ESG1, SDRLK-ESG1, OsESG1, OsSDRLK-ESG1	KGE_00000187	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000188	NA	TO:0000315 - bacterial disease resistance;TO:0000303 - cold tolerance	bacterial disease resistance cold tolerance	Os01g0223900	SDRLK47, SDRLK-47, OsSDRLK-47, OsSDRLK47	KGE_00000188	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000189	NA	TO:0000276 - drought tolerance;TO:0000303 - cold tolerance	drought tolerance cold tolerance	Os01g0224000	SDRLK48, SDRLK-48, OsSDRLK-48, OsSDRLK48	KGE_00000189	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000190	NA	TO:0000189 - embryoless;TO:0000259 - heat tolerance;TO:0000148 - viral disease resistance;TO:0002672 - auxin content;TO:0000620 - embryo development trait;TO:0000657 - spikelet anatomy and morphology trait;TO:0000615 - abscisic acid sensitivity	embryoless heat tolerance viral disease resistance auxin content embryo development trait spikelet anatomy and morphology trait abscisic acid sensitivity	Os01g0224700	YUCCA4, OsYUCCA4, OsYUC4, YUC4, YUCCA6, OsYUCCA6	KGE_00000190	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000191	NA	unspecified_trait	unspecified trait	Os01g0225600	LEA14, OsLea14-A, Lea14A, OsLEA5, OsEnS-2	KGE_00000191	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000192	NA	TO:0000276 - drought tolerance;TO:0006001 - salt tolerance;TO:0000303 - cold tolerance;TO:0000259 - heat tolerance	drought tolerance salt tolerance cold tolerance heat tolerance	Os01g0226300	RTNLB2, OsRTNLB2	KGE_00000192	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000193	data_lt_2007__cult_code_repro;data_lt_2007__fla_repro	CULT_CODE_REPRO;FLA_REPRO	grain yield brassinosteroid sensitivity grain shape plant height leaf angle grain size	Os01g0226700	OFP1, OsOFP1, OsOFP01	KGE_00000193	RAP-DB JSON	high_confidence	ambiguous_keyword_match	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000194	data_lt_2007__lsen	LSEN	enzyme activity chlorophyll content stay green trait leaf senescence	Os01g0227100	NYC1, nyc1, OsNYC1	KGE_00000194	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000195	NA	TO:0000615 - abscisic acid sensitivity;TO:0000172 - jasmonic acid sensitivity;TO:0000163 - auxin sensitivity	abscisic acid sensitivity jasmonic acid sensitivity auxin sensitivity	Os01g0227200	PERK1, OsPERK1	KGE_00000195	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000196	NA	unspecified_trait	unspecified trait	Os01g0228200	NA	KGE_00000196	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000197	NA	unspecified_trait	unspecified trait	Os01g0228600	HPR2, OsHPR2, OsHPR2-2, OsHPR2-1	KGE_00000197	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000198	NA	unspecified_trait	unspecified trait	Os01g0228600	HPR2, OsHPR2, OsHPR2-1, OsHPR2-2	KGE_00000198	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000199	NA	TO:0000499 - flower anatomy and morphology trait;TO:0000152 - panicle number;TO:0000397 - grain size;TO:0000346 - tiller number;TO:0000590 - grain weight;TO:0002677 - brassinosteroid sensitivity;TO:0000734 - grain length;TO:0000614 - lemma shape;TO:0000373 - inflorescence anatomy and morphology trait;TO:0000622 - flower development trait;TO:0000391 - seed size;TO:0000357 - growth and development trait;TO:0000382 - 1000-seed weight;TO:0000396 - grain yield	flower anatomy and morphology trait panicle number grain size tiller number grain weight brassinosteroid sensitivity grain length lemma shape inflorescence anatomy and morphology trait flower development trait seed size growth and development trait 1000 seed weight grain yield	Os01g0229300	CCP1, OsEMF1, EMF1, DFO1, OsDFO1, OsCCP1	KGE_00000199	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000200	NA	TO:0000112 - disease resistance;TO:0000396 - grain yield;TO:0000590 - grain weight;TO:0000397 - grain size;TO:0000074 - blast disease;TO:0000439 - fungal disease resistance	disease resistance grain yield grain weight grain size blast disease fungal disease resistance	Os01g0229400	RAC1, OsRAC1, OsRac1, Rac1, Os Rac1, Os-Rac1	KGE_00000200	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000201	NA	unspecified_trait	unspecified trait	Os01g0230200	OsbHLH074	KGE_00000201	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000202	NA	TO:0000102 - phosphorus sensitivity;TO:0000011 - nitrogen sensitivity;TO:0000163 - auxin sensitivity;TO:0006001 - salt tolerance;TO:0000734 - grain length	phosphorus sensitivity nitrogen sensitivity auxin sensitivity salt tolerance grain length	Os01g0231000	IAA3, OsIAA3	KGE_00000202	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000203	NA	TO:0000303 - cold tolerance	cold tolerance	Os01g0231500	CTK1, OsCTK1	KGE_00000203	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000204	NA	TO:0000303 - cold tolerance	cold tolerance	Os01g0231700	P3B, OsP3B	KGE_00000204	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000205	data_lt_2007__spkf	SPKF	embryosac abortion pollen sterility panicle size female sterility male sterility stem length anther shape growth and development trait flower anatomy and morphology trait palea number pistil anatomy and morphology trait chlorophyll content hybrid incompatibility seed set percent spikelet number	Os01g0233400	HWE2, hwe2, OsEAF6, EAF6, OsHWE2, OsEAF6/HWE2, HWS1, OsHWS1	KGE_00000205	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000206	NA	unspecified_trait	unspecified trait	Os01g0233800	AGC2, OsAGC2	KGE_00000206	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000207	data_lt_2007__cuan_repro;data_lt_2007__cult_code_repro;data_lt_2007__fla_repro	CUAN_REPRO;CULT_CODE_REPRO;FLA_REPRO	leaf width plant height wrinkled seed flag leaf angle root shape root development trait abiotic stress trait	Os01g0234900	RFPHC14, RIP3, OsRFPHC-14, RFPHC-14, OsSTA9, OsRIP3, OsRING79, RING79	KGE_00000207	RAP-DB JSON	high_confidence	ambiguous_keyword_match	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000208	NA	TO:0000236 - crop damage resistance;TO:0000179 - biotic stress trait;TO:0000172 - jasmonic acid sensitivity	crop damage resistance biotic stress trait jasmonic acid sensitivity	Os01g0235700	OsMYL2, MYL2, OsbHLH008, bHLH008, DLN6, OsDLN6, OsMYC1, MYC1	KGE_00000208	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000209	NA	TO:0006016 - meristem tissue development trait;TO:0000557 - secondary branch number;TO:0000547 - primary branch number;TO:0000040 - panicle length;TO:0006032 - panicle size;TO:0000621 - inflorescence development trait;TO:0000598 - protein content;TO:0000696 - starch content;TO:0000447 - filled grain number;TO:0000734 - grain length;TO:0000382 - 1000-seed weight;TO:0000397 - grain size;TO:0002658 - starch grain synthesis;TO:0000346 - tiller number;TO:0000653 - seed development trait;TO:0000266 - chalky endosperm;TO:0000590 - grain weight;TO:0000480 - nutrient sensitivity;TO:0000011 - nitrogen sensitivity;TO:0000276 - drought tolerance;TO:0000259 - heat tolerance;TO:0000303 - cold tolerance;TO:0000167 - cytokinin sensitivity;TO:0000615 - abscisic acid sensitivity	meristem tissue development trait secondary branch number primary branch number panicle length panicle size inflorescence development trait protein content starch content filled grain number grain length 1000 seed weight grain size starch grain synthesis tiller number seed development trait chalky endosperm grain weight nutrient sensitivity nitrogen sensitivity drought tolerance heat tolerance cold tolerance cytokinin sensitivity abscisic acid sensitivity	Os01g0236700	NLP3, OsNLP3	KGE_00000209	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000210	NA	TO:0000696 - starch content	starch content	Os01g0236800	BAMY4, OsBAM4, BAM4, OsBamy4, Bamy4	KGE_00000210	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000211	NA	TO:0000495 - chlorophyll content;TO:0000075 - light sensitivity;TO:0002715 - chloroplast development trait	chlorophyll content light sensitivity chloroplast development trait	Os01g0239000	GLK2, OsGLK2, OsGlk2	KGE_00000211	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000212	NA	unspecified_trait	unspecified trait	Os01g0239200	TPT1, TPT, OsTPT1, tpt	KGE_00000212	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000213	NA	unspecified_trait	unspecified trait	Os01g0239700	NA	KGE_00000213	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000214	NA	TO:0000615 - abscisic acid sensitivity;TO:0000620 - embryo development trait	abscisic acid sensitivity embryo development trait	Os01g0241400	PHS9, OsGRX3, GRX3	KGE_00000214	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000215	NA	TO:0000590 - grain weight;TO:0002658 - starch grain synthesis;TO:0000696 - starch content;TO:0002656 - starch grain shape;TO:0000266 - chalky endosperm	grain weight starch grain synthesis starch content starch grain shape chalky endosperm	Os01g0243400	BHLH182, OsFIF3, FIF3, OsbHLH182, bHLH182	KGE_00000215	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000216	NA	TO:0000615 - abscisic acid sensitivity;TO:0000166 - gibberellic acid sensitivity;TO:0000172 - jasmonic acid sensitivity	abscisic acid sensitivity gibberellic acid sensitivity jasmonic acid sensitivity	Os01g0248701	GPPS, OsGPPS, OsGPS, GPS	KGE_00000216	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
